edge_id,osm_way_id,u,v,name,ref,highway,length_m,maxspeed_raw,resolved_speed_kph,speed_source,oneway,lanes,access,bridge,tunnel,surface,junction,service,all_tags_json
2656,,1707,1708,Arlington Boulevard,US 50,trunk,11.611,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""expressway"": ""yes"", ""fixme"": ""verify hgv"", ""foot"": ""no"", ""hgv"": ""no"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd""}"
2657,,1708,1709,Arlington Boulevard,US 50,trunk,12.741,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""expressway"": ""yes"", ""fixme"": ""verify hgv"", ""foot"": ""no"", ""hgv"": ""no"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd""}"
2658,,1709,1710,Arlington Boulevard,US 50,trunk,12.46,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""expressway"": ""yes"", ""fixme"": ""verify hgv"", ""foot"": ""no"", ""hgv"": ""no"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd""}"
2659,,1710,1711,Arlington Boulevard,US 50,trunk,12.258,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""expressway"": ""yes"", ""fixme"": ""verify hgv"", ""foot"": ""no"", ""hgv"": ""no"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd""}"
2660,,1711,1712,Arlington Boulevard,US 50,trunk,11.879,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""expressway"": ""yes"", ""fixme"": ""verify hgv"", ""foot"": ""no"", ""hgv"": ""no"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd""}"
2661,,1712,1713,Arlington Boulevard,US 50,trunk,12.03,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""expressway"": ""yes"", ""fixme"": ""verify hgv"", ""foot"": ""no"", ""hgv"": ""no"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd""}"
2662,,1713,1714,Arlington Boulevard,US 50,trunk,13.762,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""expressway"": ""yes"", ""fixme"": ""verify hgv"", ""foot"": ""no"", ""hgv"": ""no"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd""}"
2663,,1219,1715,Arlington Boulevard,US 50,trunk,170.576,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""destination:lanes"": ""||North Fairfax Drive"", ""expressway"": ""yes"", ""foot"": ""no"", ""hgv"": ""yes"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA;Arlington, VA;Arlington, VA;Fairfax, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""tiger:zip_left"": ""22201;22031"", ""tiger:zip_right"": ""22031""}"
2664,,1716,1717,Arlington Boulevard,US 50,trunk,20.961,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""destination:lanes"": ""none|none|Memorial Bridge;North Lynn Street;Rosslyn;Key Bridge"", ""expressway"": ""yes"", ""foot"": ""no"", ""hgv"": ""yes"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""turn:lanes"": ""none|none|through;right""}"
2665,,1717,1718,Arlington Boulevard,US 50,trunk,20.961,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""destination:lanes"": ""none|none|Memorial Bridge;North Lynn Street;Rosslyn;Key Bridge"", ""expressway"": ""yes"", ""foot"": ""no"", ""hgv"": ""yes"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""turn:lanes"": ""none|none|through;right""}"
2666,,1718,1719,Arlington Boulevard,US 50,trunk,20.22,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""destination:lanes"": ""none|none|Memorial Bridge;North Lynn Street;Rosslyn;Key Bridge"", ""expressway"": ""yes"", ""foot"": ""no"", ""hgv"": ""yes"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""turn:lanes"": ""none|none|through;right""}"
2667,,1719,1720,Arlington Boulevard,US 50,trunk,17.651,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""destination:lanes"": ""none|none|Memorial Bridge;North Lynn Street;Rosslyn;Key Bridge"", ""expressway"": ""yes"", ""foot"": ""no"", ""hgv"": ""yes"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""turn:lanes"": ""none|none|through;right""}"
2668,,1720,1721,Arlington Boulevard,US 50,trunk,18.029,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""destination:lanes"": ""none|none|Memorial Bridge;North Lynn Street;Rosslyn;Key Bridge"", ""expressway"": ""yes"", ""foot"": ""no"", ""hgv"": ""yes"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""turn:lanes"": ""none|none|through;right""}"
2669,,1721,1722,Arlington Boulevard,US 50,trunk,17.785,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""destination:lanes"": ""none|none|Memorial Bridge;North Lynn Street;Rosslyn;Key Bridge"", ""expressway"": ""yes"", ""foot"": ""no"", ""hgv"": ""yes"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""turn:lanes"": ""none|none|through;right""}"
2670,,1722,1723,Arlington Boulevard,US 50,trunk,18.507,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""destination:lanes"": ""none|none|Memorial Bridge;North Lynn Street;Rosslyn;Key Bridge"", ""expressway"": ""yes"", ""foot"": ""no"", ""hgv"": ""yes"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""turn:lanes"": ""none|none|through;right""}"
2671,,1723,1724,Arlington Boulevard,US 50,trunk,16.632,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""destination:lanes"": ""none|none|Memorial Bridge;North Lynn Street;Rosslyn;Key Bridge"", ""expressway"": ""yes"", ""foot"": ""no"", ""hgv"": ""yes"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""turn:lanes"": ""none|none|through;right""}"
2672,,1724,1725,Arlington Boulevard,US 50,trunk,21.219,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""destination:lanes"": ""none|none|Memorial Bridge;North Lynn Street;Rosslyn;Key Bridge"", ""expressway"": ""yes"", ""foot"": ""no"", ""hgv"": ""yes"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""turn:lanes"": ""none|none|through;right""}"
2673,,1725,1726,Arlington Boulevard,US 50,trunk,17.84,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""destination:lanes"": ""none|none|Memorial Bridge;North Lynn Street;Rosslyn;Key Bridge"", ""expressway"": ""yes"", ""foot"": ""no"", ""hgv"": ""yes"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""turn:lanes"": ""none|none|through;right""}"
2674,,1726,1727,Arlington Boulevard,US 50,trunk,234.076,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""destination:lanes"": ""none|none|Memorial Bridge;North Lynn Street;Rosslyn;Key Bridge"", ""expressway"": ""yes"", ""foot"": ""no"", ""hgv"": ""yes"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""turn:lanes"": ""none|none|through;right""}"
2675,,1727,1728,Arlington Boulevard,US 50,trunk,12.227,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""destination:lanes"": ""none|none|Memorial Bridge;North Lynn Street;Rosslyn;Key Bridge"", ""expressway"": ""yes"", ""foot"": ""no"", ""hgv"": ""yes"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""turn:lanes"": ""none|none|through;right""}"
2676,,1728,1729,Arlington Boulevard,US 50,trunk,12.862,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""destination:lanes"": ""none|none|Memorial Bridge;North Lynn Street;Rosslyn;Key Bridge"", ""expressway"": ""yes"", ""foot"": ""no"", ""hgv"": ""yes"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""turn:lanes"": ""none|none|through;right""}"
2677,,1729,1730,Arlington Boulevard,US 50,trunk,11.766,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""destination:lanes"": ""none|none|Memorial Bridge;North Lynn Street;Rosslyn;Key Bridge"", ""expressway"": ""yes"", ""foot"": ""no"", ""hgv"": ""yes"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""turn:lanes"": ""none|none|through;right""}"
2678,,1730,1731,Arlington Boulevard,US 50,trunk,12.481,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""destination:lanes"": ""none|none|Memorial Bridge;North Lynn Street;Rosslyn;Key Bridge"", ""expressway"": ""yes"", ""foot"": ""no"", ""hgv"": ""yes"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""turn:lanes"": ""none|none|through;right""}"
2679,,1731,1687,Arlington Boulevard,US 50,trunk,12.997,45 mph,72.42,maxspeed,yes,3,,,,asphalt,,,"{""NHS"": ""yes"", ""bicycle"": ""no"", ""destination:lanes"": ""none|none|Memorial Bridge;North Lynn Street;Rosslyn;Key Bridge"", ""expressway"": ""yes"", ""foot"": ""no"", ""hgv"": ""yes"", ""highway"": ""trunk"", ""lanes"": ""3"", ""maxspeed"": ""45 mph"", ""name"": ""Arlington Boulevard"", ""oneway"": ""yes"", ""ref"": ""US 50"", ""surface"": ""asphalt"", ""tiger:cfcc"": ""A21"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Arlington"", ""tiger:name_base_1"": ""United States Highway 50"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Blvd"", ""turn:lanes"": ""none|none|through;right""}"
2680,,387,1732,North Ode Street,,residential,7.516,,25.0,default_by_highway,no,2,,,,asphalt,,,"{""highway"": ""residential"", ""lanes"": ""2"", ""name"": ""North Ode Street"", ""source:name"": ""TIGER 2011"", ""surface"": ""asphalt""}"
2681,,1732,387,North Ode Street,,residential,7.516,,25.0,default_by_highway,no,2,,,,asphalt,,,"{""highway"": ""residential"", ""lanes"": ""2"", ""name"": ""North Ode Street"", ""source:name"": ""TIGER 2011"", ""surface"": ""asphalt""}"
2682,,1732,1733,North Ode Street,,residential,3.642,,25.0,default_by_highway,no,2,,,,asphalt,,,"{""highway"": ""residential"", ""lanes"": ""2"", ""name"": ""North Ode Street"", ""source:name"": ""TIGER 2011"", ""surface"": ""asphalt""}"
2683,,1733,1732,North Ode Street,,residential,3.642,,25.0,default_by_highway,no,2,,,,asphalt,,,"{""highway"": ""residential"", ""lanes"": ""2"", ""name"": ""North Ode Street"", ""source:name"": ""TIGER 2011"", ""surface"": ""asphalt""}"
2684,,1733,1734,North Ode Street,,residential,48.89,,25.0,default_by_highway,no,2,,,,asphalt,,,"{""highway"": ""residential"", ""lanes"": ""2"", ""name"": ""North Ode Street"", ""source:name"": ""TIGER 2011"", ""surface"": ""asphalt""}"
2685,,1734,1733,North Ode Street,,residential,48.89,,25.0,default_by_highway,no,2,,,,asphalt,,,"{""highway"": ""residential"", ""lanes"": ""2"", ""name"": ""North Ode Street"", ""source:name"": ""TIGER 2011"", ""surface"": ""asphalt""}"
2686,,1734,1735,North Ode Street,,residential,17.608,,25.0,default_by_highway,no,2,,,,asphalt,,,"{""highway"": ""residential"", ""lanes"": ""2"", ""name"": ""North Ode Street"", ""source:name"": ""TIGER 2011"", ""surface"": ""asphalt""}"
2687,,1735,1734,North Ode Street,,residential,17.608,,25.0,default_by_highway,no,2,,,,asphalt,,,"{""highway"": ""residential"", ""lanes"": ""2"", ""name"": ""North Ode Street"", ""source:name"": ""TIGER 2011"", ""surface"": ""asphalt""}"
2688,,1735,1736,North Ode Street,,residential,2.899,,25.0,default_by_highway,no,2,,,,asphalt,,,"{""highway"": ""residential"", ""lanes"": ""2"", ""name"": ""North Ode Street"", ""source:name"": ""TIGER 2011"", ""surface"": ""asphalt""}"
2689,,1736,1735,North Ode Street,,residential,2.899,,25.0,default_by_highway,no,2,,,,asphalt,,,"{""highway"": ""residential"", ""lanes"": ""2"", ""name"": ""North Ode Street"", ""source:name"": ""TIGER 2011"", ""surface"": ""asphalt""}"
2690,,1736,1737,North Ode Street,,residential,5.566,,25.0,default_by_highway,no,2,,,,asphalt,,,"{""highway"": ""residential"", ""lanes"": ""2"", ""name"": ""North Ode Street"", ""source:name"": ""TIGER 2011"", ""surface"": ""asphalt""}"
2691,,1737,1736,North Ode Street,,residential,5.566,,25.0,default_by_highway,no,2,,,,asphalt,,,"{""highway"": ""residential"", ""lanes"": ""2"", ""name"": ""North Ode Street"", ""source:name"": ""TIGER 2011"", ""surface"": ""asphalt""}"
2692,,1737,1738,North Ode Street,,residential,5.521,,25.0,default_by_highway,no,2,,,,asphalt,,,"{""highway"": ""residential"", ""lanes"": ""2"", ""name"": ""North Ode Street"", ""source:name"": ""TIGER 2011"", ""surface"": ""asphalt""}"
2693,,1738,1737,North Ode Street,,residential,5.521,,25.0,default_by_highway,no,2,,,,asphalt,,,"{""highway"": ""residential"", ""lanes"": ""2"", ""name"": ""North Ode Street"", ""source:name"": ""TIGER 2011"", ""surface"": ""asphalt""}"
2694,,1739,1740,Richmond Highway,VA 110,motorway,23.415,45 mph,72.42,maxspeed,yes,2,,,,paved,,,"{""destination:lanes"": ""Marshall Drive;Iwo Jima Memorial;Fort Myer;Rosslyn|Rosslyn;Falls Church"", ""highway"": ""motorway"", ""lanes"": ""2"", ""maxspeed"": ""45 mph"", ""name"": ""Richmond Highway"", ""oneway"": ""yes"", ""ref"": ""VA 110"", ""surface"": ""paved"", ""tiger:cfcc"": ""A31;A63;A63;A63"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Jefferson Davis"", ""tiger:name_base_1"": ""State Route 110"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Hwy"", ""turn:lanes"": ""left;through|none""}"
2695,,1740,1741,Richmond Highway,VA 110,motorway,51.818,45 mph,72.42,maxspeed,yes,2,,,,paved,,,"{""destination:lanes"": ""Marshall Drive;Iwo Jima Memorial;Fort Myer;Rosslyn|Rosslyn;Falls Church"", ""highway"": ""motorway"", ""lanes"": ""2"", ""maxspeed"": ""45 mph"", ""name"": ""Richmond Highway"", ""oneway"": ""yes"", ""ref"": ""VA 110"", ""surface"": ""paved"", ""tiger:cfcc"": ""A31;A63;A63;A63"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Jefferson Davis"", ""tiger:name_base_1"": ""State Route 110"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Hwy"", ""turn:lanes"": ""left;through|none""}"
2696,,1741,1742,Richmond Highway,VA 110,motorway,131.345,45 mph,72.42,maxspeed,yes,2,,,,paved,,,"{""destination:lanes"": ""Marshall Drive;Iwo Jima Memorial;Fort Myer;Rosslyn|Rosslyn;Falls Church"", ""highway"": ""motorway"", ""lanes"": ""2"", ""maxspeed"": ""45 mph"", ""name"": ""Richmond Highway"", ""oneway"": ""yes"", ""ref"": ""VA 110"", ""surface"": ""paved"", ""tiger:cfcc"": ""A31;A63;A63;A63"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Jefferson Davis"", ""tiger:name_base_1"": ""State Route 110"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Hwy"", ""turn:lanes"": ""left;through|none""}"
2697,,1742,1743,Richmond Highway,VA 110,motorway,14.264,45 mph,72.42,maxspeed,yes,2,,,,paved,,,"{""destination:lanes"": ""Marshall Drive;Iwo Jima Memorial;Fort Myer;Rosslyn|Rosslyn;Falls Church"", ""highway"": ""motorway"", ""lanes"": ""2"", ""maxspeed"": ""45 mph"", ""name"": ""Richmond Highway"", ""oneway"": ""yes"", ""ref"": ""VA 110"", ""surface"": ""paved"", ""tiger:cfcc"": ""A31;A63;A63;A63"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Jefferson Davis"", ""tiger:name_base_1"": ""State Route 110"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Hwy"", ""turn:lanes"": ""left;through|none""}"
2698,,1743,1744,Richmond Highway,VA 110,motorway,149.432,45 mph,72.42,maxspeed,yes,2,,,,paved,,,"{""destination:lanes"": ""Marshall Drive;Iwo Jima Memorial;Fort Myer;Rosslyn|Rosslyn;Falls Church"", ""highway"": ""motorway"", ""lanes"": ""2"", ""maxspeed"": ""45 mph"", ""name"": ""Richmond Highway"", ""oneway"": ""yes"", ""ref"": ""VA 110"", ""surface"": ""paved"", ""tiger:cfcc"": ""A31;A63;A63;A63"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Jefferson Davis"", ""tiger:name_base_1"": ""State Route 110"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Hwy"", ""turn:lanes"": ""left;through|none""}"
2699,,1744,1745,Richmond Highway,VA 110,motorway,14.892,45 mph,72.42,maxspeed,yes,2,,,,paved,,,"{""destination:lanes"": ""Marshall Drive;Iwo Jima Memorial;Fort Myer;Rosslyn|Rosslyn;Falls Church"", ""highway"": ""motorway"", ""lanes"": ""2"", ""maxspeed"": ""45 mph"", ""name"": ""Richmond Highway"", ""oneway"": ""yes"", ""ref"": ""VA 110"", ""surface"": ""paved"", ""tiger:cfcc"": ""A31;A63;A63;A63"", ""tiger:county"": ""Arlington, VA"", ""tiger:name_base"": ""Jefferson Davis"", ""tiger:name_base_1"": ""State Route 110"", ""tiger:name_direction_prefix"": ""N"", ""tiger:name_type"": ""Hwy"", ""turn:lanes"": ""left;through|none""}"
